id_interaksi,id_mahasiswa,id_konten,waktu_akses,durasi_tonton,feedback,device,status
INT2320,MHS287,KNT147,2025-05-10 22:47:29,120,Kurang,HP,Selesai
INT2321,MHS286,KNT103,2025-01-12 22:59:35,116,Kurang,Laptop,Belum Selesai
INT2322,MHS132,KNT058,2025-01-05 13:28:54,57,Bermanfaat,Laptop,Belum Selesai
INT2323,MHS177,KNT160,2025-05-18 17:46:38,61,Sangat Membantu,HP,Belum Selesai
INT2324,MHS011,KNT191,2025-04-24 23:39:44,85,Sangat Membantu,Laptop,Selesai
INT2325,MHS211,KNT024,2025-03-31 10:51:49,84,Sangat Membantu,Laptop,Belum Selesai
INT2326,MHS063,KNT184,2024-12-17 14:07:00,18,Bermanfaat,HP,Belum Selesai
INT2327,MHS180,KNT149,2024-12-20 05:08:47,116,Bermanfaat,Laptop,Selesai
INT2328,MHS102,KNT025,2025-03-23 17:38:39,86,Kurang,Tablet,Belum Selesai
INT2329,MHS296,KNT152,2025-02-22 06:12:37,26,Kurang,HP,Belum Selesai
INT2330,MHS295,KNT087,2025-04-13 03:57:53,15,Kurang,HP,Selesai
INT2331,MHS276,KNT070,2025-05-06 09:33:10,42,Sangat Membantu,Tablet,Selesai
INT2332,MHS090,KNT018,2025-04-05 09:02:35,15,Kurang,Laptop,Belum Selesai
INT2333,MHS146,KNT146,2025-01-05 15:40:11,53,Bermanfaat,Laptop,Selesai
INT2334,MHS182,KNT136,2025-04-01 07:13:23,20,Bermanfaat,HP,Belum Selesai
INT2335,MHS167,KNT122,2024-11-30 19:36:38,40,Sangat Membantu,Laptop,Selesai
INT2336,MHS262,KNT110,2024-12-27 12:47:31,13,Bermanfaat,Laptop,Belum Selesai
INT2337,MHS250,KNT054,2025-03-17 08:08:54,48,Kurang,HP,Belum Selesai
INT2338,MHS229,KNT089,2025-04-20 22:54:35,8,Sangat Membantu,Laptop,Selesai
INT2339,MHS041,KNT020,2024-12-11 20:55:51,79,Bermanfaat,HP,Belum Selesai
INT2340,MHS196,KNT167,2024-11-21 04:20:02,35,Bermanfaat,Laptop,Belum Selesai
INT2341,MHS147,KNT078,2025-03-28 04:41:52,66,Sangat Membantu,Tablet,Selesai
INT2342,MHS238,KNT130,2025-03-18 05:34:56,67,Bermanfaat,Tablet,Belum Selesai
INT2343,MHS075,KNT077,2025-05-04 13:20:18,91,Sangat Membantu,Tablet,Selesai
INT2344,MHS086,KNT111,2024-11-19 05:55:58,102,Sangat Membantu,Tablet,Selesai
INT2345,MHS173,KNT170,2025-04-09 11:17:13,17,Bermanfaat,Laptop,Belum Selesai
INT2346,MHS216,KNT139,2025-05-15 13:37:25,6,Bermanfaat,Laptop,Selesai
INT2347,MHS293,KNT081,2024-12-13 15:22:00,12,Bermanfaat,HP,Belum Selesai
INT2348,MHS208,KNT052,2025-04-02 02:31:20,39,Bermanfaat,Laptop,Selesai
INT2349,MHS037,KNT107,2025-02-04 23:59:45,101,Bermanfaat,Tablet,Selesai
INT2350,MHS041,KNT103,2025-04-03 04:32:30,5,Kurang,HP,Belum Selesai
INT2351,MHS083,KNT065,2025-01-30 12:26:22,90,Kurang,HP,Belum Selesai
INT2352,MHS176,KNT160,2025-04-14 19:06:24,79,Sangat Membantu,Laptop,Belum Selesai
INT2353,MHS117,KNT132,2024-12-01 11:20:25,106,Sangat Membantu,Tablet,Selesai
INT2354,MHS161,KNT117,2025-02-04 09:59:31,10,Bermanfaat,Laptop,Selesai
INT2355,MHS163,KNT172,2025-01-01 21:22:18,17,Kurang,Tablet,Selesai
INT2356,MHS150,KNT196,2025-02-19 02:42:58,32,Bermanfaat,HP,Selesai
INT2357,MHS137,KNT141,2025-02-17 07:04:13,71,Sangat Membantu,Tablet,Selesai
INT2358,MHS203,KNT047,2025-01-14 23:11:48,106,Sangat Membantu,Laptop,Belum Selesai
INT2359,MHS139,KNT005,2025-05-20 02:53:33,5,Sangat Membantu,Tablet,Selesai
INT2360,MHS228,KNT161,2025-01-25 02:08:17,53,Sangat Membantu,Tablet,Selesai
INT2361,MHS186,KNT181,2024-12-06 15:23:42,82,Sangat Membantu,HP,Belum Selesai
INT2362,MHS267,KNT133,2025-03-19 20:34:29,71,Kurang,Laptop,Belum Selesai
INT2363,MHS231,KNT048,2025-02-10 21:57:22,102,Bermanfaat,Tablet,Selesai
INT2364,MHS212,KNT148,2025-03-01 07:58:25,39,Bermanfaat,HP,Selesai
INT2365,MHS086,KNT128,2024-12-18 14:05:41,67,Sangat Membantu,HP,Belum Selesai
INT2366,MHS095,KNT055,2025-05-07 09:47:30,65,Kurang,Laptop,Belum Selesai
INT2367,MHS012,KNT170,2025-03-02 05:44:04,101,Sangat Membantu,Tablet,Selesai
INT2368,MHS065,KNT191,2025-05-19 15:01:54,48,Kurang,Tablet,Belum Selesai
INT2369,MHS121,KNT120,2025-01-30 14:08:58,82,Kurang,Tablet,Belum Selesai
INT2370,MHS129,KNT069,2024-12-20 01:18:31,59,Sangat Membantu,HP,Selesai
INT2371,MHS041,KNT164,2024-12-09 05:09:02,48,Sangat Membantu,Laptop,Selesai
INT2372,MHS108,KNT137,2025-03-31 20:28:08,52,Bermanfaat,Laptop,Belum Selesai
INT2373,MHS086,KNT158,2024-12-11 01:59:54,92,Bermanfaat,Tablet,Selesai
INT2374,MHS204,KNT197,2025-01-04 01:44:45,118,Kurang,HP,Selesai
INT2375,MHS053,KNT112,2025-01-31 14:17:39,48,Kurang,HP,Belum Selesai
INT2376,MHS049,KNT145,2025-04-28 08:14:46,45,Sangat Membantu,Laptop,Belum Selesai
INT2377,MHS033,KNT187,2025-05-07 03:42:39,109,Kurang,HP,Selesai
INT2378,MHS243,KNT161,2025-02-20 15:02:16,35,Bermanfaat,HP,Selesai
INT2379,MHS281,KNT016,2025-01-17 20:15:36,51,Sangat Membantu,Laptop,Selesai
INT2380,MHS028,KNT134,2025-03-11 16:35:06,90,Bermanfaat,Tablet,Selesai
INT2381,MHS014,KNT052,2025-01-22 20:25:56,56,Bermanfaat,HP,Belum Selesai
INT2382,MHS204,KNT094,2024-11-25 04:00:10,53,Sangat Membantu,HP,Belum Selesai
INT2383,MHS269,KNT119,2025-01-29 21:21:33,83,Kurang,Tablet,Selesai
INT2384,MHS043,KNT038,2024-12-12 07:50:32,12,Bermanfaat,Laptop,Belum Selesai
INT2385,MHS054,KNT062,2025-04-20 04:20:52,50,Bermanfaat,Tablet,Belum Selesai
INT2386,MHS135,KNT039,2025-04-15 22:10:21,116,Kurang,Tablet,Belum Selesai
INT2387,MHS080,KNT192,2025-04-09 08:46:40,47,Bermanfaat,HP,Selesai
INT2388,MHS044,KNT176,2025-05-14 11:48:59,108,Bermanfaat,HP,Selesai
INT2389,MHS200,KNT196,2025-04-09 17:58:06,17,Sangat Membantu,Laptop,Selesai
INT2390,MHS159,KNT077,2024-12-20 21:40:34,5,Sangat Membantu,Tablet,Belum Selesai
INT2391,MHS118,KNT112,2025-04-28 22:17:28,63,Kurang,Laptop,Selesai
INT2392,MHS127,KNT106,2025-02-04 00:33:32,116,Bermanfaat,Laptop,Belum Selesai
INT2393,MHS146,KNT082,2024-12-20 16:09:00,94,Bermanfaat,Tablet,Belum Selesai
INT2394,MHS227,KNT017,2024-12-28 08:59:10,56,Kurang,Tablet,Selesai
INT2395,MHS065,KNT163,2025-03-05 21:22:09,97,Kurang,Tablet,Selesai
INT2396,MHS068,KNT053,2025-01-23 09:14:35,111,Kurang,HP,Belum Selesai
INT2397,MHS270,KNT106,2025-01-05 17:05:33,118,Sangat Membantu,Laptop,Belum Selesai
INT2398,MHS088,KNT069,2025-04-12 05:01:00,22,Kurang,Tablet,Selesai
INT2399,MHS015,KNT074,2024-12-25 00:43:01,8,Bermanfaat,HP,Belum Selesai
INT2400,MHS018,KNT166,2025-04-04 17:29:28,82,Bermanfaat,Tablet,Selesai
INT2401,MHS183,KNT042,2025-02-21 14:17:03,20,Kurang,HP,Belum Selesai
INT2402,MHS167,KNT066,2024-11-23 07:45:20,116,Bermanfaat,HP,Belum Selesai
INT2403,MHS244,KNT176,2025-03-14 16:47:20,72,Sangat Membantu,Laptop,Belum Selesai
INT2404,MHS240,KNT154,2025-05-13 18:47:29,40,Sangat Membantu,Tablet,Selesai
INT2405,MHS277,KNT061,2025-03-06 00:01:35,94,Bermanfaat,Laptop,Belum Selesai
INT2406,MHS140,KNT104,2025-03-16 14:21:31,101,Sangat Membantu,HP,Belum Selesai
INT2407,MHS281,KNT062,2024-12-18 15:10:12,109,Sangat Membantu,Tablet,Belum Selesai
INT2408,MHS228,KNT030,2025-01-27 12:45:45,36,Sangat Membantu,Tablet,Selesai
INT2409,MHS070,KNT039,2025-04-10 02:02:54,52,Kurang,HP,Selesai
INT2410,MHS277,KNT050,2025-01-31 19:56:26,62,Kurang,HP,Belum Selesai
INT2411,MHS091,KNT008,2025-02-07 08:48:08,84,Sangat Membantu,Tablet,Selesai
INT2412,MHS234,KNT063,2025-01-26 22:12:23,92,Bermanfaat,Tablet,Belum Selesai
INT2413,MHS289,KNT080,2025-04-20 03:24:33,89,Sangat Membantu,HP,Belum Selesai
INT2414,MHS223,KNT119,2024-12-22 17:04:09,116,Sangat Membantu,HP,Selesai
INT2415,MHS269,KNT125,2025-04-24 13:39:48,65,Bermanfaat,Tablet,Belum Selesai
INT2416,MHS274,KNT144,2024-12-01 04:30:38,70,Sangat Membantu,HP,Selesai
INT2417,MHS159,KNT112,2025-04-09 04:40:11,57,Kurang,HP,Selesai
INT2418,MHS178,KNT109,2025-05-16 11:28:53,89,Kurang,Laptop,Selesai
INT2419,MHS247,KNT166,2025-01-28 17:13:57,29,Sangat Membantu,Laptop,Belum Selesai
INT2420,MHS277,KNT010,2025-04-08 23:00:54,5,Bermanfaat,Laptop,Belum Selesai
INT2421,MHS117,KNT052,2025-03-16 21:46:52,86,Bermanfaat,Tablet,Belum Selesai
INT2422,MHS046,KNT041,2025-03-26 02:47:55,109,Kurang,HP,Belum Selesai
INT2423,MHS227,KNT070,2025-03-06 16:56:20,46,Kurang,Laptop,Belum Selesai
INT2424,MHS158,KNT035,2025-01-04 22:19:22,7,Kurang,Tablet,Belum Selesai
INT2425,MHS188,KNT008,2025-03-31 16:57:30,86,Bermanfaat,HP,Selesai
INT2426,MHS212,KNT067,2024-12-06 11:27:33,51,Kurang,Laptop,Selesai
INT2427,MHS134,KNT072,2025-04-09 15:33:48,116,Bermanfaat,Tablet,Selesai
INT2428,MHS080,KNT169,2025-01-28 14:17:10,10,Bermanfaat,HP,Belum Selesai
INT2429,MHS156,KNT141,2025-03-15 01:29:26,108,Bermanfaat,Tablet,Selesai
INT2430,MHS006,KNT046,2025-04-02 10:43:11,99,Sangat Membantu,HP,Selesai
INT2431,MHS001,KNT165,2025-05-16 16:34:19,46,Sangat Membantu,Laptop,Belum Selesai
INT2432,MHS268,KNT011,2025-01-30 07:27:25,91,Kurang,Tablet,Belum Selesai
INT2433,MHS070,KNT185,2025-02-03 18:36:51,61,Sangat Membantu,HP,Selesai
INT2434,MHS177,KNT125,2024-12-25 23:39:50,34,Bermanfaat,Tablet,Belum Selesai
INT2435,MHS147,KNT006,2025-03-30 02:45:32,82,Bermanfaat,Tablet,Selesai
INT2436,MHS241,KNT015,2024-11-24 11:31:00,67,Kurang,Tablet,Belum Selesai
INT2437,MHS274,KNT022,2025-03-23 11:47:14,56,Bermanfaat,HP,Selesai
INT2438,MHS005,KNT081,2024-11-20 23:47:09,99,Sangat Membantu,Tablet,Belum Selesai
INT2439,MHS252,KNT155,2025-05-15 09:00:09,83,Sangat Membantu,Tablet,Selesai
INT2440,MHS245,KNT077,2025-04-27 01:47:12,106,Sangat Membantu,Tablet,Belum Selesai
INT2441,MHS154,KNT017,2025-01-15 05:20:19,15,Bermanfaat,HP,Selesai
INT2442,MHS005,KNT105,2025-05-09 21:49:47,49,Kurang,Laptop,Selesai
INT2443,MHS221,KNT094,2025-05-05 13:36:53,59,Bermanfaat,Tablet,Selesai
INT2444,MHS150,KNT172,2024-12-13 11:46:02,65,Kurang,Laptop,Selesai
INT2445,MHS119,KNT169,2025-04-19 10:54:43,89,Sangat Membantu,Tablet,Belum Selesai
INT2446,MHS004,KNT024,2024-12-30 13:39:56,114,Sangat Membantu,Tablet,Selesai
INT2447,MHS281,KNT102,2025-02-20 00:45:25,94,Sangat Membantu,Laptop,Belum Selesai
INT2448,MHS192,KNT186,2025-01-30 22:11:18,120,Bermanfaat,Tablet,Belum Selesai
INT2449,MHS097,KNT036,2025-05-10 16:05:49,17,Sangat Membantu,Laptop,Selesai
INT2450,MHS211,KNT061,2025-03-04 14:03:35,98,Kurang,Laptop,Belum Selesai
INT2451,MHS288,KNT029,2025-02-22 16:43:20,54,Bermanfaat,Laptop,Selesai
INT2452,MHS224,KNT147,2025-04-22 01:37:49,42,Kurang,HP,Selesai
INT2453,MHS203,KNT189,2025-02-19 05:08:28,82,Sangat Membantu,Tablet,Selesai
INT2454,MHS128,KNT129,2025-01-12 03:37:54,29,Bermanfaat,Tablet,Selesai
INT2455,MHS084,KNT031,2025-01-07 03:02:00,96,Bermanfaat,Tablet,Selesai
INT2456,MHS200,KNT134,2025-04-23 07:32:52,23,Bermanfaat,Tablet,Belum Selesai
INT2457,MHS194,KNT171,2024-12-10 01:03:47,116,Kurang,HP,Belum Selesai
INT2458,MHS113,KNT149,2025-01-07 20:35:56,71,Sangat Membantu,HP,Selesai
INT2459,MHS135,KNT199,2024-12-30 11:50:03,117,Bermanfaat,Tablet,Selesai
INT2460,MHS041,KNT135,2025-01-09 01:13:08,78,Sangat Membantu,Tablet,Selesai
INT2461,MHS217,KNT065,2025-05-01 07:05:02,105,Kurang,Laptop,Selesai
INT2462,MHS123,KNT128,2024-11-25 06:24:46,114,Kurang,HP,Selesai
INT2463,MHS265,KNT024,2025-03-09 10:57:08,96,Kurang,Tablet,Selesai
INT2464,MHS140,KNT061,2025-04-19 10:44:01,69,Kurang,HP,Belum Selesai
INT2465,MHS146,KNT154,2025-01-22 17:24:38,9,Bermanfaat,HP,Selesai
INT2466,MHS273,KNT032,2025-03-02 09:37:58,21,Bermanfaat,Tablet,Selesai
INT2467,MHS138,KNT198,2025-03-08 18:44:35,68,Bermanfaat,Tablet,Belum Selesai
INT2468,MHS212,KNT081,2025-03-22 01:05:15,106,Bermanfaat,Laptop,Belum Selesai
INT2469,MHS097,KNT085,2025-03-21 16:44:43,16,Bermanfaat,HP,Selesai
INT2470,MHS036,KNT150,2025-02-10 17:23:51,43,Sangat Membantu,Tablet,Selesai
INT2471,MHS094,KNT189,2025-02-02 20:11:03,111,Sangat Membantu,Tablet,Belum Selesai
INT2472,MHS070,KNT100,2024-12-14 17:40:00,91,Kurang,HP,Selesai
INT2473,MHS149,KNT192,2025-01-06 02:44:19,75,Sangat Membantu,Tablet,Selesai
INT2474,MHS057,KNT191,2024-12-26 23:46:22,116,Sangat Membantu,Laptop,Selesai
INT2475,MHS234,KNT061,2024-12-23 04:09:35,64,Sangat Membantu,Laptop,Belum Selesai
INT2476,MHS232,KNT109,2025-03-05 13:14:22,26,Bermanfaat,Tablet,Belum Selesai
INT2477,MHS140,KNT056,2024-12-26 22:43:36,119,Sangat Membantu,Laptop,Belum Selesai
INT2478,MHS252,KNT037,2025-03-18 18:14:21,62,Kurang,Laptop,Selesai
INT2479,MHS097,KNT028,2025-04-13 06:20:41,19,Bermanfaat,Tablet,Belum Selesai
INT2480,MHS165,KNT045,2025-04-29 02:58:45,66,Kurang,HP,Belum Selesai
INT2481,MHS010,KNT055,2025-04-02 17:40:26,89,Kurang,Laptop,Selesai
INT2482,MHS078,KNT071,2025-04-03 19:13:02,74,Sangat Membantu,HP,Selesai
INT2483,MHS026,KNT113,2025-03-20 14:38:11,35,Bermanfaat,HP,Selesai
INT2484,MHS274,KNT105,2025-05-03 02:55:12,36,Kurang,Laptop,Selesai
INT2485,MHS012,KNT066,2025-04-20 19:19:23,32,Sangat Membantu,Tablet,Selesai
INT2486,MHS096,KNT151,2025-01-18 16:11:07,26,Kurang,HP,Selesai
INT2487,MHS053,KNT015,2025-04-05 02:22:46,101,Sangat Membantu,HP,Selesai
INT2488,MHS145,KNT126,2025-02-14 18:53:14,89,Bermanfaat,HP,Belum Selesai
INT2489,MHS138,KNT137,2024-12-13 08:25:53,94,Bermanfaat,Tablet,Belum Selesai
INT2490,MHS065,KNT096,2025-02-11 00:45:29,16,Kurang,HP,Selesai
INT2491,MHS225,KNT180,2025-02-17 21:23:55,18,Bermanfaat,HP,Selesai
INT2492,MHS005,KNT029,2025-02-18 00:40:52,60,Sangat Membantu,Laptop,Selesai
INT2493,MHS120,KNT082,2025-04-18 22:36:50,96,Kurang,HP,Selesai
INT2494,MHS047,KNT140,2025-02-22 00:10:45,8,Kurang,HP,Belum Selesai
INT2495,MHS078,KNT109,2024-12-01 09:32:26,25,Bermanfaat,Laptop,Belum Selesai
INT2496,MHS008,KNT122,2025-01-13 00:50:44,46,Kurang,HP,Belum Selesai
INT2497,MHS253,KNT175,2025-01-17 09:24:22,120,Kurang,HP,Belum Selesai
INT2498,MHS112,KNT064,2025-04-29 07:17:12,54,Bermanfaat,Tablet,Belum Selesai
INT2499,MHS176,KNT072,2024-11-21 14:14:38,103,Bermanfaat,Tablet,Belum Selesai
INT2500,MHS216,KNT038,2025-05-04 22:18:34,40,Bermanfaat,HP,Selesai
INT2501,MHS160,KNT093,2025-01-01 22:52:18,33,Bermanfaat,Laptop,Belum Selesai
INT2502,MHS256,KNT122,2025-03-11 13:45:18,97,Sangat Membantu,Laptop,Selesai
INT2503,MHS191,KNT184,2025-02-04 15:36:26,37,Bermanfaat,Tablet,Selesai
INT2504,MHS238,KNT095,2025-05-11 10:56:26,90,Bermanfaat,Tablet,Belum Selesai
INT2505,MHS017,KNT079,2025-03-15 19:05:19,65,Kurang,Tablet,Belum Selesai
INT2506,MHS170,KNT006,2024-12-22 07:11:19,119,Sangat Membantu,HP,Belum Selesai
INT2507,MHS042,KNT166,2025-01-12 00:57:43,90,Sangat Membantu,Tablet,Selesai
INT2508,MHS075,KNT156,2025-01-01 07:24:12,20,Sangat Membantu,HP,Selesai
INT2509,MHS029,KNT009,2025-02-23 15:18:10,90,Bermanfaat,HP,Selesai
INT2510,MHS137,KNT190,2025-01-11 11:40:40,22,Bermanfaat,Laptop,Belum Selesai
INT2511,MHS201,KNT170,2024-11-28 16:59:04,73,Sangat Membantu,HP,Selesai
INT2512,MHS037,KNT014,2025-04-23 16:08:45,86,Bermanfaat,Laptop,Selesai
INT2513,MHS279,KNT177,2025-04-16 07:54:21,97,Bermanfaat,HP,Belum Selesai
INT2514,MHS241,KNT172,2025-03-24 18:39:31,67,Bermanfaat,HP,Selesai
INT2515,MHS093,KNT062,2025-05-05 00:33:43,16,Bermanfaat,Tablet,Belum Selesai
INT2516,MHS099,KNT065,2025-03-27 01:43:48,106,Bermanfaat,Tablet,Selesai
INT2517,MHS129,KNT142,2025-04-06 09:13:17,93,Kurang,Tablet,Selesai
INT2518,MHS196,KNT099,2024-12-30 00:54:11,47,Bermanfaat,Laptop,Belum Selesai
INT2519,MHS007,KNT080,2025-01-11 10:04:25,116,Kurang,HP,Belum Selesai
INT2520,MHS063,KNT164,2025-01-02 12:49:25,33,Bermanfaat,HP,Belum Selesai
INT2521,MHS128,KNT180,2024-11-26 02:35:03,78,Kurang,Laptop,Selesai
INT2522,MHS198,KNT093,2024-12-15 13:27:11,103,Kurang,Tablet,Selesai
INT2523,MHS227,KNT176,2024-12-06 19:39:43,81,Sangat Membantu,Laptop,Belum Selesai
INT2524,MHS127,KNT032,2025-03-12 00:53:41,13,Sangat Membantu,Tablet,Selesai
INT2525,MHS018,KNT137,2025-01-29 08:08:42,87,Bermanfaat,HP,Selesai
INT2526,MHS102,KNT061,2024-11-25 01:16:04,48,Kurang,HP,Selesai
INT2527,MHS236,KNT114,2025-02-17 05:03:17,53,Bermanfaat,Tablet,Selesai
INT2528,MHS049,KNT100,2024-12-24 03:04:20,96,Sangat Membantu,HP,Selesai
INT2529,MHS267,KNT003,2025-04-24 14:05:03,100,Kurang,Tablet,Selesai
INT2530,MHS107,KNT101,2025-04-18 17:01:58,99,Kurang,Laptop,Selesai
INT2531,MHS243,KNT066,2024-12-30 08:17:00,97,Sangat Membantu,HP,Belum Selesai
INT2532,MHS200,KNT078,2024-12-10 19:27:04,53,Bermanfaat,Laptop,Belum Selesai
INT2533,MHS160,KNT024,2025-05-17 21:29:20,88,Sangat Membantu,HP,Belum Selesai
INT2534,MHS166,KNT194,2025-04-04 12:39:09,87,Bermanfaat,Tablet,Belum Selesai
INT2535,MHS082,KNT061,2025-05-09 18:23:08,105,Bermanfaat,HP,Belum Selesai
INT2536,MHS022,KNT077,2025-02-19 04:46:12,76,Kurang,HP,Selesai
INT2537,MHS282,KNT054,2025-01-31 21:09:56,114,Sangat Membantu,HP,Selesai
INT2538,MHS267,KNT042,2024-12-25 11:23:28,60,Bermanfaat,HP,Belum Selesai
INT2539,MHS063,KNT113,2024-11-24 03:12:27,108,Kurang,HP,Selesai
INT2540,MHS130,KNT162,2025-02-23 22:56:56,34,Sangat Membantu,Laptop,Belum Selesai
INT2541,MHS247,KNT082,2025-01-06 00:06:42,33,Sangat Membantu,Laptop,Selesai
INT2542,MHS153,KNT197,2024-12-17 20:33:24,38,Kurang,HP,Belum Selesai
INT2543,MHS102,KNT165,2025-03-12 03:55:43,19,Bermanfaat,Laptop,Selesai
INT2544,MHS185,KNT105,2025-04-17 05:02:16,42,Kurang,Laptop,Belum Selesai
INT2545,MHS027,KNT009,2024-12-04 17:33:37,16,Sangat Membantu,Laptop,Selesai
INT2546,MHS112,KNT071,2025-04-16 16:01:36,19,Kurang,Tablet,Belum Selesai
INT2547,MHS058,KNT021,2025-03-09 01:09:23,16,Kurang,HP,Selesai
INT2548,MHS121,KNT200,2025-02-22 13:41:02,48,Sangat Membantu,Tablet,Belum Selesai
INT2549,MHS223,KNT126,2025-03-06 16:02:49,99,Kurang,Tablet,Belum Selesai
INT2550,MHS167,KNT121,2025-03-15 20:27:54,80,Sangat Membantu,Tablet,Belum Selesai
INT2551,MHS008,KNT189,2024-12-02 07:20:59,29,Bermanfaat,Tablet,Belum Selesai
INT2552,MHS086,KNT106,2024-11-27 13:35:36,100,Sangat Membantu,HP,Selesai
INT2553,MHS142,KNT086,2024-12-01 10:17:20,19,Kurang,Tablet,Selesai
INT2554,MHS300,KNT184,2025-01-05 21:49:34,78,Kurang,Tablet,Selesai
INT2555,MHS062,KNT109,2024-12-09 21:20:20,52,Sangat Membantu,Laptop,Selesai
INT2556,MHS203,KNT026,2025-05-02 14:15:01,21,Sangat Membantu,HP,Belum Selesai
INT2557,MHS125,KNT042,2025-05-07 05:06:52,114,Sangat Membantu,Tablet,Selesai
INT2558,MHS005,KNT179,2025-01-11 03:52:34,45,Bermanfaat,Tablet,Selesai
INT2559,MHS022,KNT067,2025-04-09 18:33:53,53,Bermanfaat,Laptop,Selesai
INT2560,MHS298,KNT130,2024-11-30 23:22:12,78,Kurang,Laptop,Selesai
INT2561,MHS244,KNT017,2025-05-09 08:56:52,99,Kurang,Laptop,Selesai
INT2562,MHS080,KNT091,2024-11-21 01:42:29,5,Sangat Membantu,Laptop,Belum Selesai
INT2563,MHS191,KNT108,2025-02-07 15:32:41,44,Sangat Membantu,Tablet,Belum Selesai
INT2564,MHS046,KNT155,2025-04-09 15:50:01,12,Kurang,Tablet,Belum Selesai
INT2565,MHS128,KNT187,2025-04-11 03:59:16,80,Kurang,Tablet,Selesai
INT2566,MHS081,KNT141,2025-02-22 15:50:48,73,Bermanfaat,HP,Selesai
INT2567,MHS256,KNT189,2025-03-30 00:02:53,29,Bermanfaat,HP,Belum Selesai
INT2568,MHS047,KNT084,2024-12-07 14:44:54,113,Bermanfaat,Laptop,Selesai
INT2569,MHS174,KNT117,2024-12-01 13:43:05,54,Sangat Membantu,Tablet,Belum Selesai
INT2570,MHS031,KNT178,2024-12-15 00:13:42,59,Bermanfaat,HP,Selesai
INT2571,MHS031,KNT008,2025-02-24 00:54:31,45,Kurang,Tablet,Belum Selesai
INT2572,MHS183,KNT196,2025-05-05 19:26:51,103,Sangat Membantu,HP,Selesai
INT2573,MHS079,KNT014,2025-02-24 14:44:12,51,Sangat Membantu,HP,Selesai
INT2574,MHS275,KNT165,2024-11-21 17:46:45,107,Bermanfaat,Laptop,Selesai
INT2575,MHS055,KNT165,2025-04-01 06:17:02,91,Bermanfaat,HP,Selesai
INT2576,MHS065,KNT048,2025-03-02 04:06:54,106,Kurang,Laptop,Belum Selesai
INT2577,MHS250,KNT162,2025-03-29 23:34:44,21,Sangat Membantu,Tablet,Belum Selesai
INT2578,MHS120,KNT114,2025-05-14 21:54:41,71,Bermanfaat,HP,Belum Selesai
INT2579,MHS163,KNT165,2025-01-16 02:45:25,89,Bermanfaat,Tablet,Selesai
INT2580,MHS286,KNT035,2025-03-11 17:17:20,82,Bermanfaat,Tablet,Belum Selesai
INT2581,MHS178,KNT001,2024-12-22 12:40:24,80,Sangat Membantu,Laptop,Selesai
INT2582,MHS225,KNT103,2024-12-02 02:03:09,33,Kurang,HP,Belum Selesai
INT2583,MHS099,KNT052,2025-01-24 06:21:53,18,Sangat Membantu,Laptop,Selesai
INT2584,MHS011,KNT161,2024-12-20 14:42:06,55,Kurang,HP,Belum Selesai
INT2585,MHS194,KNT079,2024-12-14 12:18:42,6,Bermanfaat,Laptop,Belum Selesai
INT2586,MHS184,KNT081,2025-05-07 20:48:25,73,Bermanfaat,Laptop,Belum Selesai
INT2587,MHS069,KNT148,2025-02-25 15:10:34,114,Kurang,Tablet,Selesai
INT2588,MHS129,KNT022,2024-12-18 02:37:44,63,Bermanfaat,Laptop,Selesai
INT2589,MHS021,KNT029,2025-04-22 09:32:10,45,Kurang,Tablet,Belum Selesai
INT2590,MHS249,KNT041,2025-01-18 00:24:20,23,Kurang,HP,Belum Selesai
INT2591,MHS225,KNT064,2025-05-15 21:52:32,109,Sangat Membantu,Laptop,Selesai
INT2592,MHS287,KNT133,2025-03-30 09:53:49,42,Kurang,HP,Selesai
INT2593,MHS151,KNT183,2024-12-21 00:30:09,112,Kurang,Laptop,Selesai
INT2594,MHS278,KNT197,2025-01-28 09:33:55,33,Bermanfaat,Tablet,Belum Selesai
INT2595,MHS251,KNT167,2025-02-24 10:42:07,68,Bermanfaat,Laptop,Selesai
INT2596,MHS098,KNT196,2025-01-15 23:34:21,92,Kurang,Laptop,Belum Selesai
INT2597,MHS291,KNT034,2025-02-20 07:12:11,63,Sangat Membantu,Laptop,Selesai
INT2598,MHS096,KNT153,2025-03-07 05:29:15,23,Kurang,HP,Belum Selesai
INT2599,MHS279,KNT176,2025-03-08 01:47:19,81,Kurang,Tablet,Belum Selesai
INT2600,MHS179,KNT106,2025-04-18 21:30:33,41,Bermanfaat,Laptop,Selesai
INT2601,MHS166,KNT082,2025-04-01 16:18:54,23,Kurang,Laptop,Belum Selesai
INT2602,MHS240,KNT116,2025-01-03 10:40:19,100,Kurang,Laptop,Selesai
INT2603,MHS141,KNT123,2025-02-16 07:02:28,90,Kurang,HP,Belum Selesai
INT2604,MHS284,KNT189,2025-01-05 23:18:49,113,Bermanfaat,Laptop,Selesai
INT2605,MHS083,KNT035,2024-12-16 15:18:19,107,Bermanfaat,Laptop,Selesai
INT2606,MHS036,KNT067,2024-12-16 05:51:36,110,Bermanfaat,Tablet,Selesai
INT2607,MHS272,KNT045,2025-04-29 16:23:47,94,Kurang,HP,Belum Selesai
INT2608,MHS080,KNT176,2024-11-20 22:45:14,9,Bermanfaat,HP,Selesai
INT2609,MHS231,KNT152,2024-11-30 11:17:47,81,Sangat Membantu,HP,Selesai
